,GPIN,Street Address,Zip Code,Neighborhood,Land Value,Improvement Value,Total Value,Land USE (Y/N),Sale Date,Sale Price,Document Number,Deed Book,Deed Page,Location 1
344178,14994784050000,2781 Broad Bay Rd,23451-1612,Broad Bay Colony,464500.0,$267000,731500.0,No,04/22/1992,0.0,000000000000000,3079.0,1782.0,"2781 Broad Bay Rd
Virginia Beach, VA 23451-1612
(36.903428, -76.065119)"
85431,24145619120000,1021 Sandoval Dr,23454-7207,Red Mill Farm South Shore Est,144200.0,$284900,429100.0,No,02/22/2000,215000.0,000000000000000,4199.0,1330.0,"1021 Sandoval Dr
Virginia Beach, VA 23454-7207
(36.76307, -76.000423)"
359842,14859549970000,3529 Storm Bird Loop,23453-2257,Buckner Farms,103000.0,$203800,306800.0,No,09/29/1998,984000.0,000000000000000,3932.0,264.0,"3529 Storm Bird Loop
Virginia Beach, VA 23453-2257
(36.789774, -76.08702)"
287932,14956005280000,1636 Chestwood Dr,23453-7063,Holland Pines / Hol Pines West,105000.0,$231900,336900.0,No,08/15/1996,151000.0,000000000000000,3649.0,1626.0,"1636 Chestwood Dr
Virginia Beach, VA 23453-7063
(36.774517, -76.064995)"
177292,14899983185760,3137 Tidal Bay Ln,23451-1149,Shore Dr South Inlet Colony,70100.0,$87500,157600.0,No,10/07/2002,81500.0,200208073012594,,,"3137 Tidal Bay Ln
Virginia Beach, VA 23451-1149
(36.908431, -76.081999)"
83329,14685266980000,5556 Lynbrook Lndg,23462-1171,Lynbrook Landing,35000.0,$74800,109800.0,No,10/31/2006,0.0,20060927001473380,,,"5556 Lynbrook Lndg
Virginia Beach, VA 23462-1171
(36.864506, -76.166255)"
152082,14867084540000,3424 Daisy Cres,23453-2318,Green Run Sf,75000.0,$102900,177900.0,No,11/20/2001,101450.0,000000000000000,4530,546.0,"3424 Daisy Cres
Virginia Beach, VA 23453-2318
(36.801754, -76.092021)"
236832,14771354200000,4933 Klamath Rd,23462-5809,Pocahontas Village,89000.0,$74100,163100.0,No,12/08/1977,0.0,000000000000000,1732,21.0,"4933 Klamath Rd
Virginia Beach, VA 23462-5809
(36.838693, -76.146598)"
164225,14880768320000,4065 N Witchduck Rd,23455-5614,Witchduck,423400.0,$304300,727700.0,No,01/16/1990,0.0,000000000000000,2884,1301.0,"4065 N Witchduck Rd
Virginia Beach, VA 23455-5614
(36.878028, -76.114653)"
195931,14687682261258,1224 Yarbrough Way,23455,Ridgely Manor/Westbriar,75000.0,$155300,230300.0,No,06/28/2016,242000.0,20160628000552260,,,"1224 Yarbrough Way
Virginia Beach, VA 23455
(36.875282, -76.158723)"
27851,14770527100000,,,Va Beach Blvd,33900.0,$0,33900.0,No,07/05/1776,0.0,000000000000000,1996.0,467.0,"Virginia Beach, VA
(36.845117, -75.975518)"
293794,14657469260000,5213 Westhaven Cres,23464-8437,Indian Lakes Th,47000.0,$104800,151800.0,No,01/04/2005,141000.0,200412140195430,,,"5213 Westhaven Cres
Virginia Beach, VA 23464-8437
(36.788505, -76.16153)"
20150,15902100990000,2411 Whaler Ct,23451-1214,Chesapeake Bay Shores,446300.0,$214800,661100.0,No,04/03/1995,285900.0,000000000000000,3486.0,700.0,"2411 Whaler Ct
Virginia Beach, VA 23451-1214
(36.913094, -76.073974)"
327444,24047535510000,2301 Woodfence Ct,23456-6008,Southgate,110000.0,$190400,300400.0,No,03/26/2002,0.0,000000000000000,4633.0,1367.0,"2301 Woodfence Ct
Virginia Beach, VA 23456-6008
(36.75975, -76.027109)"
430800,24159325030000,816 Avant Ct,23454-6936,Pine Meadows,108000.0,$162800,270800.0,No,12/17/1999,124000.0,000000000000000,4170,1603.0,"816 Avant Ct
Virginia Beach, VA 23454-6936
(36.780511, -75.985842)"
438227,14852272060000,1657 Darrow St,23456-6136,Rock Creek,90000.0,$141300,231300.0,No,01/20/2004,154000.0,200312170209350,,,"1657 Darrow St
Virginia Beach, VA 23456-6136
(36.779765, -76.110096)"
279462,14990957564445,3071 Cape Henry Ct,23451-1145,Cape Henry Villas Condo,62100.0,$59600,121700.0,No,05/31/2001,0.0,000000000000000,4398.0,339.0,"3071 Cape Henry Ct
Virginia Beach, VA 23451-1145
(36.909358, -76.079686)"
395099,14685170570000,709 Prospect Ct,23462-7168,Lynbrook Landing Sf,74000.0,$122900,196900.0,No,02/01/1993,88900.0,000000000000000,3177,1458.0,"709 Prospect Ct
Virginia Beach, VA 23462-7168
(36.859849, -76.165736)"
454249,14692586170000,5517 Haden Rd,23455-3118,Diamond Spring / Grdnwood Park,89300.0,$91500,180800.0,No,06/06/2000,93500.0,000000000000000,4232,982.0,"5517 Haden Rd
Virginia Beach, VA 23455-3118
(36.900684, -76.174535)"
46692,14873056830000,3808 Colonial Pkwy,23452-2202,Windsor Woods,80400.0,$96900,177300.0,No,02/25/1966,15100.0,000000000000000,949.0,268.0,"3808 Colonial Pkwy
Virginia Beach, VA 23452-2202
(36.830016, -76.105702)"
148397,14688459600434,5325 Elston Ln,23455,Ridgely Manor/Farrcroft,54000.0,$122900,176900.0,No,05/02/2006,0.0,20060502000665270,,,"5325 Elston Ln
Virginia Beach, VA 23455
(36.870568, -76.156103)"
416116,14772908660000,672 Aragona Blvd,23462-2148,Aragona Village,75900.0,$131900,207800.0,No,08/30/1996,0.0,000000000000000,92,1318.0,"672 Aragona Blvd
Virginia Beach, VA 23462-2148
(36.856305, -76.144644)"
207862,14765200020011,701 Cambelton Dr,23462-7933,Brenneman Farm Condo,52000.0,$87600,139600.0,No,08/07/2015,149000.0,20150807000762630,,,"701 Cambelton Dr
Virginia Beach, VA 23462-7933
(36.807488, -76.135172)"
352522,14939436960000,3124 Stonewood Dr,23456,Indian River Plant,207900.0,$374800,582700.0,No,06/18/2004,159900.0,200406080088785,,,"3124 Stonewood Dr
Virginia Beach, VA 23456
(36.730175, -76.054656)"
369972,14662182600000,1105 Birnam Woods Dr,23464-5305,Birnam Woods/Meadows,90000.0,$157100,247100.0,No,07/24/2003,180000.0,200306230095272,,,"1105 Birnam Woods Dr
Virginia Beach, VA 23464-5305
(36.805685, -76.177082)"
454502,14559303070000,1797 Joplin Ln,23464-6564,Wood Farm,70000.0,$151600,221600.0,No,01/15/2014,119070.0,20140115000049840,,,"1797 Joplin Ln
Virginia Beach, VA 23464-6564
(36.784702, -76.190945)"
67263,15903164717480,2800 Shore Dr 402,23451,Vb Resort Conf Hotel Condos,10000.0,$40000,50000.0,No,11/25/2015,0.0,20151130001150560,,,"2800 Shore Dr 402
Virginia Beach, VA 23451
(36.912504, -76.068028)"
391635,14867601590000,3504 Forest Glen Rd,23452-4011,Pecan Gardens,62000.0,$112600,174600.0,No,06/11/2001,92000.0,000000000000000,4403.0,2106.0,"3504 Forest Glen Rd
Virginia Beach, VA 23452-4011
(36.817631, -76.094355)"
61350,14869939830000,3324 Silina Dr,23452-5344,Princess Anne Plaza,72500.0,$106200,178700.0,No,09/26/2007,0.0,20070926001312610,,,"3324 Silina Dr
Virginia Beach, VA 23452-5344
(36.827704, -76.085934)"
242388,14658758130000,1504 Macnean Cir,23464-6418,Indian Lakes Sf (2),70000.0,$99400,169400.0,No,01/05/1983,0.0,000000000000000,2233,2031.0,"1504 Macnean Cir
Virginia Beach, VA 23464-6418
(36.796358, -76.158676)"
416749,14978945770000,2548 Torrey Pl,23454-3350,Kenstock,146600.0,$215000,361600.0,No,04/14/1977,18000.0,000000000000000,1652,680.0,"2548 Torrey Pl
Virginia Beach, VA 23454-3350
(36.85332, -76.054636)"
376166,24041986040000,2521 Farmworth Trl,23456-7857,Castleton Bark_Mayf_Somerset,114000.0,$192100,306100.0,No,09/17/2010,305000.0,20100917000977960,,,"2521 Farmworth Trl
Virginia Beach, VA 23456-7857
(36.771487, -76.045272)"
297104,24077471403410,109 S First Colonial Rd 120,23454-4619,Industrial Condo,36800.0,$39700,76500.0,No,01/24/2005,0.0,200501040001392,,,"109 S First Colonial Rd 120
Virginia Beach, VA 23454-4619
(36.837182, -76.021951)"
86549,14674924640000,5533 Amhurst Ct,23462-5664,Amhurst Townhouses,34000.0,$71600,105600.0,No,03/17/2005,0.0,200502090022085,,,"5533 Amhurst Ct
Virginia Beach, VA 23462-5664
(36.855949, -76.170697)"
196280,14977772430000,407 Wayman Ln,23454-3918,Woods At London Bridge,49700.0,$97100,146800.0,No,01/16/2004,94000.0,200312090204725,,,"407 Wayman Ln
Virginia Beach, VA 23454-3918
(36.847191, -76.056717)"
8544,14869494130000,3229 Lakecrest Rd,23452-4909,Princess Anne Plaza Th/Sec 4,41000.0,$73500,114500.0,No,12/21/2012,45000.0,20121227001463300,,,"3229 Lakecrest Rd
Virginia Beach, VA 23452-4909
(36.812984, -76.084817)"
394470,14752733530000,4634 Greenlaw Dr,23464-6365,Indian Lakes Th,47000.0,$76300,123300.0,No,01/23/2014,157225.0,20140124000068910,,,"4634 Greenlaw Dr
Virginia Beach, VA 23464-6365
(36.794696, -76.145626)"
167459,14892879363808,3808 Long Ship Ct,23455-1678,Three Ships Landing,145000.0,$158900,303900.0,No,06/15/2006,342000.0,20060524000787290,,,"3808 Long Ship Ct
Virginia Beach, VA 23455-1678
(36.908005, -76.105584)"
257655,14862662380000,3853 Governors Way,23452-2821,Windsor Oaks West Townhouses,49000.0,$99100,148100.0,No,08/16/2007,0.0,20070817001120750,,,"3853 Governors Way
Virginia Beach, VA 23452-2821
(36.818634, -76.109415)"
191285,14761667904849,4849 Haymarket Dr,23462-6435,Kempsville Greens The Gables,54000.0,$118700,172700.0,No,07/27/1994,84900.0,000000000000000,3417,1793.0,"4849 Haymarket Dr
Virginia Beach, VA 23462-6435
(36.820155, -76.147251)"
345057,24157892100000,887 Park Place Dr,23451-4808,Park Place,115000.0,$197300,312300.0,No,07/16/1993,131635.0,000000000000000,3243.0,2160.0,"887 Park Place Dr
Virginia Beach, VA 23451-4808
(36.793826, -75.989591)"
358393,14663239030000,972 Oak Forest Ct,23464-5410,Haven Estates,86000.0,$83200,169200.0,No,09/22/1997,89000.0,000000000000000,3766.0,2008.0,"972 Oak Forest Ct
Virginia Beach, VA 23464-5410
(36.810225, -76.175987)"
441308,13990568310000,5170 Blackwater Rd,23457,Blackwater,285100.0,$389900,675000.0,No,02/04/2016,0.0,20160204000095500,,,"5170 Blackwater Rd
Virginia Beach, VA 23457
(36.623195, -76.091984)"
456312,14783438870000,4729 Quinwood Ln,23455-5411,Aragona Village,75900.0,$102000,177900.0,No,10/25/1982,49714.0,000000000000000,2223,821.0,"4729 Quinwood Ln
Virginia Beach, VA 23455-5411
(36.870227, -76.139508)"
254067,24198054242381,5501 Ocean Front Ave,23451-2216,North Va Beach,529800.0,$91800,621600.0,No,01/02/1987,172500.0,000000000000000,2582,285.0,"5501 Ocean Front Ave
Virginia Beach, VA 23451-2216
(36.882128, -75.984558)"
404097,14944952980000,3020 Damascus Trl,23453-6638,Woods Of Piney Grove,91400.0,$160700,252100.0,No,09/13/1990,92500.0,000000000000000,2938,867.0,"3020 Damascus Trl
Virginia Beach, VA 23453-6638
(36.770606, -76.070134)"
440647,14862245210000,854 Crashaw St,23462-6916,Chimney Hill,66000.0,$134900,200900.0,No,12/08/2005,0.0,20051107001808660,,,"854 Crashaw St
Virginia Beach, VA 23462-6916
(36.808248, -76.110633)"
169458,14657531920000,5230 Westhaven Cres,23464-8438,Indian Lakes Th,47000.0,$101200,148200.0,No,02/02/1999,67920.0,000000000000000,4003,206.0,"5230 Westhaven Cres
Virginia Beach, VA 23464-8438
(36.788502, -76.162256)"
448975,14862660060000,644 Hustings Court Ln,23452-2825,Windsor Oaks West Townhouses,47000.0,$104600,151600.0,No,03/13/2012,0.0,20120313000281500,,,"644 Hustings Court Ln
Virginia Beach, VA 23452-2825
(36.817751, -76.109968)"
72523,24326812720000,3368 Sandfiddler Rd,23456-4304,Sandbridge Ocean Front,828000.0,$395000,1223000.0,No,01/24/2013,0.0,20130124000096310,,,"3368 Sandfiddler Rd
Virginia Beach, VA 23456-4304
(36.709786, -75.930616)"
388866,14795077100000,1436 Ewell Rd,23455-4961,Thoroughgood Estates,167200.0,$205700,372900.0,No,02/26/2013,365250.0,20130226000220030,,,"1436 Ewell Rd
Virginia Beach, VA 23455-4961
(36.886175, -76.131088)"
439842,15904131510000,2301 Beech St,23451-1303,Cape Story By The Sea,223500.0,$426900,650400.0,No,09/16/2014,0.0,20140916000876900,,,"2301 Beech St
Virginia Beach, VA 23451-1303
(36.913229, -76.066162)"
456026,14973788970000,2808 Mars St,23452-7119,Eastern Park,135500.0,$124400,259900.0,No,01/13/1999,0.0,000000000000000,3986,1433.0,"2808 Mars St
Virginia Beach, VA 23452-7119
(36.84919, -76.069906)"
298831,14561840250000,1132 Milissa Ct,23464-1724,Sherry Park,70000.0,$188100,258100.0,No,11/10/1992,0.0,000000000000000,3148.0,381.0,"1132 Milissa Ct
Virginia Beach, VA 23464-1724
(36.824963, -76.216096)"
262285,14653623480000,1505 Captains Ct,23464-7203,Lake Christopher,84000.0,$178200,262200.0,No,12/01/2015,265000.0,20151201001153670,,,"1505 Captains Ct
Virginia Beach, VA 23464-7203
(36.792295, -76.176371)"
67381,24172619780000,460 Realty Ln,23454,Oceana East,100000.0,$82800,182800.0,No,04/17/1995,0.0,000000000000000,88.0,2308.0,"460 Realty Ln
Virginia Beach, VA 23454
(36.845387, -76.007866)"
170604,14949750070000,1717 Hammerstone Ct,23453-6656,Holland Woods,95000.0,$221100,316100.0,No,10/21/2002,175000.0,200208233021721,,,"1717 Hammerstone Ct
Virginia Beach, VA 23453-6656
(36.764581, -76.05389)"
204104,14997248810000,2412 Runners Way,23454-1221,Broad Bay Estates,252000.0,$269900,521900.0,No,06/23/1993,220000.0,000000000000000,3233,747.0,"2412 Runners Way
Virginia Beach, VA 23454-1221
(36.88988, -76.05615)"
27749,24253235220000,508 Summer Lake Ln,23454-6885,Ocean Lakes Waters Edge,98400.0,$164300,262700.0,No,05/25/2007,319900.0,20070501000587080,,,"508 Summer Lake Ln
Virginia Beach, VA 23454-6885
(36.777608, -75.97205)"
262502,14685532130000,5301 Parsonage Ct,23455-7101,Cypress Point North Townhouses,76000.0,$131300,207300.0,No,09/23/2003,0.0,200308050120476,,,"5301 Parsonage Ct
Virginia Beach, VA 23455-7101
(36.871519, -76.16733)"
198863,14478134390000,6616 Pinewood Ct,23464-1627,Ballylinn Shores,164300.0,$217900,382200.0,No,02/08/2008,0.0,20080208000148470,,,"6616 Pinewood Ct
Virginia Beach, VA 23464-1627
(36.83431, -76.225961)"
387389,14761938480000,366 Kenley Rd,23462-7249,Kempsville Lake,57000.0,$102400,159400.0,No,02/22/1990,70033.0,000000000000000,2891.0,1968.0,"366 Kenley Rd
Virginia Beach, VA 23462-7249
(36.828798, -76.147867)"
434419,24271184876516,409 Harbour Pt 306,23451-7141,Harbour Point Condo,43100.0,$102600,145700.0,No,03/04/2004,123000.0,200401270014156,,,"409 Harbour Pt 306
Virginia Beach, VA 23451-7141
(36.829533, -75.974314)"
290990,15906036020000,2217 W Admiral Dr,23451,Cape Henry Shores,193300.0,$179900,373200.0,No,08/29/2013,0.0,20130829001036120,,,"2217 W Admiral Dr
Virginia Beach, VA 23451
(36.911768, -76.059531)"
225452,14941982510000,3209 Twinflower Ln,23453-5917,Landstown Meadows,85800.0,$184200,270000.0,No,03/23/1987,109200.0,000000000000000,2609,1399.0,"3209 Twinflower Ln
Virginia Beach, VA 23453-5917
(36.77105, -76.079251)"
262525,24280514483750,4005 Atlantic Ave 101,23451-2605,Oceans Ii Condominium,0.0,$151200,151200.0,No,01/05/1987,42395.0,000000000000000,2582.0,1384.0,"4005 Atlantic Ave 101
Virginia Beach, VA 23451-2605
(36.868074, -75.980616)"
404768,14688095680000,612 S Westgrove Rd,23455-5738,Aragona Village,75900.0,$130800,206700.0,No,01/23/1961,11500.0,000000000000000,666,293.0,"612 S Westgrove Rd
Virginia Beach, VA 23455-5738
(36.858665, -76.155148)"
414693,14963426640000,800 S Lynnhaven Rd 1,23452,Lynnhaven Pkwy,266000.0,$442600,708600.0,No,03/09/1987,30000.0,000000000000000,2604,646.0,"800 S Lynnhaven Rd 1
Virginia Beach, VA 23452
(36.813019, -76.073768)"
335638,24251477719680,1649 Ocean Bay Dr,23454-6808,Ocean Lakes Condo,37900.0,$73400,111300.0,No,09/23/2013,96000.0,20130923001142700,,,"1649 Ocean Bay Dr
Virginia Beach, VA 23454-6808
(36.783683, -75.977568)"
289688,14852390560000,1897 River Rock Arch,23456-6116,Rock Creek,85000.0,$124600,209600.0,No,07/19/1999,106500.0,000000000000000,4101.0,1802.0,"1897 River Rock Arch
Virginia Beach, VA 23456-6116
(36.782174, -76.109281)"
138410,14658994380000,4976 Ruth Rd,23464-6230,Indian Lakes Sf (2),70000.0,$80700,150700.0,No,10/26/1993,72000.0,000000000000000,3289,2055.0,"4976 Ruth Rd
Virginia Beach, VA 23464-6230
(36.800465, -76.156679)"
341213,24081220300000,917 N Plantation Dr,23454-2936,Wellington Woods,132000.0,$188300,320300.0,No,10/10/2008,355000.0,20081010001188950,,,"917 N Plantation Dr
Virginia Beach, VA 23454-2936
(36.860159, -76.044255)"
292986,14642608860000,916 Creston Ct,23464-8241,Charlestowne Lakes So R5d,87000.0,$106100,193100.0,No,07/15/2005,225900.0,200507010100431,,,"916 Creston Ct
Virginia Beach, VA 23464-8241
(36.766395, -76.181538)"
235555,14964103960000,2904 Guther Pl,23453-3237,Magic Hollow,69700.0,$119300,189000.0,No,09/12/2011,137000.0,20110912000942410,,,"2904 Guther Pl
Virginia Beach, VA 23453-3237
(36.803796, -76.070808)"
454019,24251296410000,1712 Unicorn Dr,23454-6870,Ocean Lakes Th,62300.0,$128500,190800.0,No,02/27/1986,0.0,000000000000000,2481,1847.0,"1712 Unicorn Dr
Virginia Beach, VA 23454-6870
(36.777769, -75.976601)"
125606,14751810060000,1333 Fallmouth Ct,23464-6319,Indian Lakes Sf (2),70000.0,$161400,231400.0,No,06/06/2005,217900.0,200504210059258,,,"1333 Fallmouth Ct
Virginia Beach, VA 23464-6319
(36.796476, -76.149222)"
70472,14675959020707,707 Aylesbury Dr,23462-7181,Charter Lakes Condos,48000.0,$95000,143000.0,No,10/02/1996,92895.0,000000000000000,3666.0,692.0,"707 Aylesbury Dr
Virginia Beach, VA 23462-7181
(36.856657, -76.166263)"
79067,24034919190000,2401 Dillingham Rd,23456-6552,Foxfire Downs,79800.0,$148300,228100.0,No,06/26/2000,119500.0,000000000000000,4242.0,1121.0,"2401 Dillingham Rd
Virginia Beach, VA 23456-6552
(36.744817, -76.038249)"
328680,14673964996000,614 Spire Ct,23462-1695,Newpointe Condo,16500.0,$40300,56800.0,No,02/09/1998,70543.0,000000000000000,3823.0,1856.0,"614 Spire Ct
Virginia Beach, VA 23462-1695
(36.856314, -76.172426)"
80489,15801090010000,3875 Jefferson Blvd,23455-1639,Ocean Park,278100.0,$323000,601100.0,No,12/14/1998,0.0,000000000000000,3998.0,1410.0,"3875 Jefferson Blvd
Virginia Beach, VA 23455-1639
(36.911326, -76.108841)"
233240,14659362310000,1488 Collingswood Trl,23464-8633,Rosemont Forest,74000.0,$144000,218000.0,No,05/17/1996,92157.0,000000000000000,3617,1469.0,"1488 Collingswood Trl
Virginia Beach, VA 23464-8633
(36.783173, -76.154886)"
448494,14898935442290,3288 Page Ave 714,23451-1033,Cape Henry Towers,37300.0,$169400,206700.0,No,01/12/1989,0.0,000000000000000,2798,607.0,"3288 Page Ave 714
Virginia Beach, VA 23451-1033
(36.908148, -76.086052)"
147496,14768279020169,4408 Harlesden Dr,23462,Lexington/Bluegrass Park,68000.0,$175200,243200.0,No,06/06/2007,308525.0,20070514000654550,,,"4408 Harlesden Dr
Virginia Beach, VA 23462
(36.809807, -76.121922)"
423426,14952955900000,1212 Skylark Dr,23453-2928,Cardinal Estates,45000.0,$10700,55700.0,No,09/06/1974,6000.0,000000000000000,1445,39.0,"1212 Skylark Dr
Virginia Beach, VA 23453-2928
(36.798817, -76.076184)"
260616,24153013850000,1313 Mozart Dr,23454-6630,Malbon Acres,110700.0,$155500,266200.0,No,03/06/2009,0.0,20090309000238140,,,"1313 Mozart Dr
Virginia Beach, VA 23454-6630
(36.772369, -76.006296)"
235520,14683953570070,5576 Botanical Dr,23455,Sajo Farms,124000.0,$262000,386000.0,No,12/20/2016,419000.0,20161221001151670,,,"5576 Botanical Dr
Virginia Beach, VA 23455
(36.884381, -76.175185)"
44350,14775322672580,329 Ferdinand Cir,23462-3865,Columbus Station Condo,46000.0,$88300,134300.0,No,12/20/2001,77500.0,000000000000000,4562.0,1810.0,"329 Ferdinand Cir
Virginia Beach, VA 23462-3865
(36.838906, -76.134163)"
355661,13896907760000,3253 Old Carolina Rd,23457,Blackwater,104600.0,$153000,257600.0,No,07/03/2003,139500.0,200305060070738,,,"3253 Old Carolina Rd
Virginia Beach, VA 23457
(36.636109, -76.10367)"
116642,24079679910000,473 Hill Meadow Dr,23454-4782,Hilltop South,40000.0,$92800,132800.0,No,01/02/2008,127478.0,20080102000002870,,,"473 Hill Meadow Dr
Virginia Beach, VA 23454-4782
(36.845598, -76.015415)"
115660,14770671490000,337 Rose Marie Ave,23462-2625,Aragona Village,75900.0,$137900,213800.0,No,02/23/2010,193000.0,20100223000170330,,,"337 Rose Marie Ave
Virginia Beach, VA 23462-2625
(36.846412, -76.148927)"
175982,14645503010000,917 Breck Ct,23464,Wood Bridge Pointe,125000.0,$240200,365200.0,No,05/01/2008,1125000.0,20080501000508460,,,"917 Breck Ct
Virginia Beach, VA 23464
(36.762228, -76.171239)"
42832,14959492750000,2316 Enchanted Forest Ln,23453-3733,Lake Placid,85000.0,$135700,220700.0,No,06/25/1992,82500.0,000000000000000,3100.0,1990.0,"2316 Enchanted Forest Ln
Virginia Beach, VA 23453-3733
(36.783902, -76.051255)"
420617,14763062900000,1117 Selwood Dr,23464-5809,Bellamy Manor Estates Sec 5,136000.0,$204400,340400.0,No,06/27/1989,172652.0,000000000000000,2836,1224.0,"1117 Selwood Dr
Virginia Beach, VA 23464-5809
(36.802256, -76.14025)"
458020,14877854700000,3372 Prince John Ct,23452-5719,Kings Point,106000.0,$188600,294600.0,No,05/14/2012,0.0,20120514000531150,,,"3372 Prince John Ct
Virginia Beach, VA 23452-5719
(36.851095, -76.091557)"
60680,24083745232139,2139 Refuge Ct,23454-2260,Great Neck Landing,38000.0,$77200,115200.0,No,02/27/2002,1200000.0,000000000000000,4620.0,1558.0,"2139 Refuge Ct
Virginia Beach, VA 23454-2260
(36.876206, -76.037113)"
376405,14694510510000,5517 Odessa Dr,23455-3406,Diamond Spring / Grdnwood Park,114800.0,$179800,294600.0,No,07/13/1973,12500.0,000000000000000,1362.0,225.0,"5517 Odessa Dr
Virginia Beach, VA 23455-3406
(36.898707, -76.170061)"
164197,24327356570220,3700 Sandpiper Rd 220,23456,Sanctuary False Cape,44800.0,$298400,343200.0,No,06/01/2006,0.0,20060601000831100,,,"3700 Sandpiper Rd 220
Virginia Beach, VA 23456
(36.696748, -75.92653)"
399046,14682337690000,812 Liberal Arts Ct,23462-1081,Campus East Townhomes,45800.0,$88900,134700.0,No,10/10/2008,0.0,20081010001188840,,,"812 Liberal Arts Ct
Virginia Beach, VA 23462-1081
(36.867742, -76.177388)"
172444,14867616480000,3504 Good Hope Rd,23452-4016,Pecan Gardens,62000.0,$106200,168200.0,No,05/03/2013,184900.0,20130503000508760,,,"3504 Good Hope Rd
Virginia Beach, VA 23452-4016
(36.818946, -76.09401)"
30725,24081662830000,2237 Trant Lake Dr,23454-2113,Laurel Cove,178500.0,$201400,379900.0,No,04/03/2008,0.0,20080403000378660,,,"2237 Trant Lake Dr
Virginia Beach, VA 23454-2113
(36.871912, -76.042517)"
